year,month,day,hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,registered,count
2011,10,1,8,겨울,0,0,"안개, 안개 + 흐림",16.4,20.455,76.0,22.0028,58,67
2011,4,7,13,여름,0,1,"안개, 안개 + 흐림",21.32,25.0,48.0,6.0032,99,135
2011,7,13,15,가을,0,1,"가벼운 눈, 가벼운 비 + 천둥",26.24,28.03,94.0,8.9981,33,46
2012,8,18,22,가을,0,0,"맑음, 약간 구름 낀 흐림",27.06,31.06,61.0,0.0,171,261
2011,9,12,8,가을,0,1,"맑음, 약간 구름 낀 흐림",24.6,28.79,78.0,6.0032,382,408
2011,8,16,23,가을,0,1,"맑음, 약간 구름 낀 흐림",27.06,31.06,65.0,8.9981,57,77
2011,7,16,9,가을,0,0,"맑음, 약간 구름 낀 흐림",28.7,32.575,54.0,15.0013,150,222
2012,11,10,10,겨울,0,0,"맑음, 약간 구름 낀 흐림",16.4,20.455,58.0,0.0,264,350
2012,4,11,14,여름,0,1,"맑음, 약간 구름 낀 흐림",14.76,17.425,57.0,12.998,101,135
2012,10,1,9,겨울,0,1,"안개, 안개 + 흐림",21.32,25.0,63.0,0.0,314,340
2011,7,19,21,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,35.605,74.0,8.9981,194,241
2012,8,15,2,가을,0,1,"맑음, 약간 구름 낀 흐림",27.88,31.82,65.0,0.0,7,8
2011,6,15,1,여름,0,1,"맑음, 약간 구름 낀 흐림",22.14,25.76,64.0,19.0012,14,14
2011,7,6,22,가을,0,1,"맑음, 약간 구름 낀 흐림",28.7,33.335,79.0,12.998,156,186
2011,4,10,6,여름,0,0,"안개, 안개 + 흐림",14.76,18.18,93.0,6.0032,4,4
2012,1,7,13,봄,0,0,"맑음, 약간 구름 낀 흐림",18.04,21.97,44.0,12.998,296,445
2011,7,2,18,가을,0,0,"맑음, 약간 구름 낀 흐림",33.62,35.605,30.0,19.0012,190,383
2011,9,10,3,가을,0,0,"맑음, 약간 구름 낀 흐림",23.78,27.275,100.0,8.9981,29,37
2012,1,5,11,봄,0,1,"맑음, 약간 구름 낀 흐림",12.3,16.665,49.0,0.0,78,84
2011,11,5,15,겨울,0,0,"맑음, 약간 구름 낀 흐림",16.4,20.455,37.0,12.998,202,343
2012,8,2,22,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,34.85,70.0,12.998,227,262
2011,5,15,10,여름,0,0,"맑음, 약간 구름 낀 흐림",23.78,27.275,83.0,15.0013,153,226
2012,10,11,7,겨울,0,1,"맑음, 약간 구름 낀 흐림",14.76,16.665,50.0,16.9979,467,478
2012,2,1,8,봄,0,1,"가벼운 눈, 가벼운 비 + 천둥",14.76,18.18,73.0,7.0015,505,520
2012,3,11,7,봄,0,0,"맑음, 약간 구름 낀 흐림",9.02,11.365,69.0,8.9981,15,17
2011,10,12,7,겨울,0,1,"안개, 안개 + 흐림",22.14,25.76,88.0,26.0027,244,259
2011,2,13,19,봄,0,0,"맑음, 약간 구름 낀 흐림",16.4,20.455,35.0,19.0012,50,61
2012,6,11,12,여름,0,1,"안개, 안개 + 흐림",32.8,36.365,43.0,12.998,198,261
2011,8,19,4,가을,0,1,"맑음, 약간 구름 낀 흐림",26.24,28.79,83.0,0.0,7,8
2011,12,6,6,겨울,0,1,"안개, 안개 + 흐림",18.04,21.97,94.0,19.0012,81,86
2011,8,5,11,가을,0,1,"안개, 안개 + 흐림",31.16,34.85,52.0,16.9979,103,147
2011,3,2,3,봄,0,1,"맑음, 약간 구름 낀 흐림",9.02,10.605,69.0,19.0012,1,4
2012,9,8,2,가을,0,0,"맑음, 약간 구름 낀 흐림",27.06,29.545,89.0,22.0028,68,77
2012,1,8,8,봄,0,0,"맑음, 약간 구름 낀 흐림",12.3,15.15,52.0,8.9981,53,57
2011,12,3,8,겨울,0,0,"맑음, 약간 구름 낀 흐림",9.84,12.88,75.0,6.0032,62,63
2012,3,2,0,봄,0,1,"맑음, 약간 구름 낀 흐림",13.94,16.665,53.0,11.0014,45,46
2012,4,4,13,여름,0,1,"안개, 안개 + 흐림",24.6,31.06,46.0,16.9979,181,251
2012,10,5,12,겨울,0,1,"맑음, 약간 구름 낀 흐림",29.52,32.575,42.0,11.0014,307,468
2011,10,5,3,겨울,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,82.0,7.0015,5,6
2012,6,4,12,여름,0,1,"맑음, 약간 구름 낀 흐림",26.24,31.06,41.0,30.0026,220,282
2011,3,13,8,봄,0,0,"맑음, 약간 구름 낀 흐림",16.4,20.455,50.0,19.9995,23,34
2011,2,14,18,봄,0,1,"맑음, 약간 구름 낀 흐림",16.4,20.455,40.0,40.9973,194,205
2011,2,1,0,봄,0,1,"안개, 안개 + 흐림",6.56,9.09,64.0,7.0015,6,8
2011,3,11,17,봄,0,1,"맑음, 약간 구름 낀 흐림",13.94,15.91,49.0,15.0013,200,223
2011,9,16,23,가을,0,1,"맑음, 약간 구름 낀 흐림",20.5,24.24,,0.0,106,126
2011,12,1,19,겨울,0,1,"맑음, 약간 구름 낀 흐림",13.94,17.425,46.0,7.0015,219,228
2012,1,5,19,봄,0,1,"맑음, 약간 구름 낀 흐림",13.94,17.425,34.0,6.0032,255,265
2012,1,16,14,봄,1,0,"맑음, 약간 구름 낀 흐림",9.84,10.605,44.0,26.0027,158,181
2012,1,19,9,봄,0,1,"맑음, 약간 구름 낀 흐림",4.92,9.85,54.0,0.0,204,210
2012,12,12,3,겨울,0,1,"맑음, 약간 구름 낀 흐림",10.66,13.635,60.0,8.9981,7,10
2011,2,4,6,봄,0,1,"안개, 안개 + 흐림",6.56,11.365,55.0,0.0,26,28
2011,8,8,3,가을,0,1,"맑음, 약간 구름 낀 흐림",27.06,29.545,89.0,0.0,0,1
2012,4,8,5,여름,0,0,"맑음, 약간 구름 낀 흐림",15.58,19.695,46.0,0.0,8,12
2012,6,4,23,여름,0,1,"맑음, 약간 구름 낀 흐림",23.78,27.275,49.0,19.9995,78,86
2011,1,1,0,봄,0,0,"맑음, 약간 구름 낀 흐림",9.84,14.395,81.0,0.0,13,16
2012,7,8,9,가을,0,0,"맑음, 약간 구름 낀 흐림",35.26,40.91,50.0,7.0015,172,242
2011,1,5,15,봄,0,1,"맑음, 약간 구름 낀 흐림",12.3,14.395,28.0,12.998,55,62
2012,12,6,18,겨울,0,1,"맑음, 약간 구름 낀 흐림",11.48,,45.0,11.0014,542,565
2011,3,7,3,봄,0,1,"맑음, 약간 구름 낀 흐림",8.2,7.575,80.0,39.0007,1,1
2012,2,1,14,봄,0,1,"맑음, 약간 구름 낀 흐림",25.42,31.06,33.0,15.0013,159,192
2011,5,15,19,여름,0,0,"맑음, 약간 구름 낀 흐림",22.96,26.515,83.0,7.0015,153,231
2011,8,13,2,가을,0,0,"맑음, 약간 구름 낀 흐림",27.88,31.82,57.0,0.0,58,74
2012,6,9,16,여름,0,0,"맑음, 약간 구름 낀 흐림",33.62,34.85,24.0,12.998,315,534
2012,1,11,23,봄,0,1,"가벼운 눈, 가벼운 비 + 천둥",13.94,15.91,,15.0013,9,9
2012,10,12,16,겨울,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,41.0,23.9994,412,520
2012,2,6,2,봄,0,1,"맑음, 약간 구름 낀 흐림",9.02,13.635,75.0,0.0,3,3
2012,6,19,13,여름,0,1,"맑음, 약간 구름 낀 흐림",30.34,34.09,58.0,8.9981,203,272
2011,3,16,14,봄,0,1,"안개, 안개 + 흐림",16.4,20.455,76.0,15.0013,67,100
2011,6,11,12,여름,0,0,"맑음, 약간 구름 낀 흐림",32.8,37.88,55.0,15.0013,235,347
2012,10,17,17,겨울,0,1,"맑음, 약간 구름 낀 흐림",22.14,25.76,56.0,7.0015,766,888
2012,2,16,20,봄,0,1,"안개, 안개 + 흐림",13.12,16.665,87.0,8.9981,211,216
2012,8,15,17,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,34.09,55.0,19.0012,749,851
2011,1,13,22,봄,0,1,"맑음, 약간 구름 낀 흐림",5.74,6.06,46.0,22.0028,30,30
2012,10,2,3,겨울,0,1,"안개, 안개 + 흐림",22.14,25.76,88.0,12.998,4,5
2011,8,17,13,가을,0,1,"맑음, 약간 구름 낀 흐림",32.8,35.605,41.0,12.998,138,176
2011,3,9,0,봄,0,1,"맑음, 약간 구름 낀 흐림",10.66,14.395,65.0,6.0032,9,9
2012,8,19,10,가을,0,0,"안개, 안개 + 흐림",27.88,31.82,69.0,0.0,287,425
2012,12,19,4,겨울,0,1,"맑음, 약간 구름 낀 흐림",9.84,12.12,75.0,8.9981,6,7
2012,3,9,3,봄,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,77.0,35.0008,7,7
2011,12,4,21,겨울,0,0,"맑음, 약간 구름 낀 흐림",14.76,18.18,81.0,7.0015,65,72
2011,2,12,14,봄,0,0,"맑음, 약간 구름 낀 흐림",13.94,,31.0,19.0012,90,120
2012,5,5,13,여름,0,0,"맑음, 약간 구름 낀 흐림",30.34,34.09,55.0,8.9981,307,524
2011,1,4,5,봄,0,1,"맑음, 약간 구름 낀 흐림",4.92,7.575,68.0,7.0015,4,4
2012,10,16,17,겨울,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,39.0,12.998,839,943
2011,1,16,19,봄,0,0,"맑음, 약간 구름 낀 흐림",7.38,,47.0,8.9981,47,61
2012,4,15,23,여름,0,0,"맑음, 약간 구름 낀 흐림",27.06,31.06,50.0,26.0027,65,90
2011,10,16,23,겨울,0,0,"맑음, 약간 구름 낀 흐림",22.96,26.515,52.0,27.9993,48,62
2011,3,7,6,봄,0,1,"맑음, 약간 구름 낀 흐림",8.2,9.09,75.0,26.0027,31,34
2011,10,18,14,겨울,0,1,"안개, 안개 + 흐림",25.42,31.06,41.0,11.0014,137,169
2011,3,17,19,봄,0,1,"맑음, 약간 구름 낀 흐림",18.04,21.97,,12.998,189,207
2011,5,18,1,여름,0,1,"안개, 안개 + 흐림",22.14,25.76,88.0,16.9979,9,12
2012,5,16,2,여름,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,94.0,12.998,14,19
2012,12,16,13,겨울,0,0,"안개, 안개 + 흐림",15.58,19.695,76.0,12.998,289,356
2012,3,5,15,봄,0,1,"안개, 안개 + 흐림",12.3,14.395,53.0,12.998,110,130
2012,3,18,1,봄,0,0,"맑음, 약간 구름 낀 흐림",18.86,22.725,82.0,8.9981,88,113
2012,4,14,8,여름,0,0,"맑음, 약간 구름 낀 흐림",14.76,17.425,71.0,8.9981,136,160
2011,5,18,10,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",22.14,25.76,88.0,19.0012,73,106
2012,12,7,14,겨울,0,1,"안개, 안개 + 흐림",14.76,17.425,71.0,11.0014,175,215
2012,12,15,3,겨울,0,0,"안개, 안개 + 흐림",9.84,,81.0,0.0,18,23
2012,8,14,19,가을,0,1,"맑음, 약간 구름 낀 흐림",31.16,36.365,66.0,12.998,533,627
2011,7,1,12,가을,0,1,"맑음, 약간 구름 낀 흐림",32.8,34.85,26.0,0.0,180,263
2011,11,3,21,겨울,0,1,"맑음, 약간 구름 낀 흐림",16.4,20.455,76.0,8.9981,140,144
2011,10,9,14,겨울,0,0,"맑음, 약간 구름 낀 흐림",27.88,31.82,47.0,11.0014,228,500
2012,3,19,20,봄,0,1,"맑음, 약간 구름 낀 흐림",24.6,30.305,64.0,15.0013,296,330
2012,11,5,9,겨울,0,1,"안개, 안개 + 흐림",12.3,14.395,52.0,19.0012,239,257
2011,4,8,15,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",13.94,15.91,87.0,15.0013,24,25
2011,9,1,18,가을,0,1,"맑음, 약간 구름 낀 흐림",29.52,33.335,54.0,15.0013,462,531
2012,6,1,0,여름,0,1,"맑음, 약간 구름 낀 흐림",27.06,31.06,50.0,16.9979,76,86
2011,7,6,21,가을,0,1,"맑음, 약간 구름 낀 흐림",28.7,33.335,79.0,12.998,175,241
2011,10,5,2,겨울,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,82.0,11.0014,2,3
2011,4,11,5,여름,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,94.0,12.998,12,13
2012,11,8,10,겨울,0,1,"맑음, 약간 구름 낀 흐림",13.12,15.15,31.0,22.0028,148,161
2011,2,5,23,봄,0,0,"맑음, 약간 구름 낀 흐림",10.66,12.88,93.0,15.0013,52,59
2011,9,2,10,가을,0,1,"안개, 안개 + 흐림",26.24,30.305,76.0,11.0014,106,140
2011,1,1,16,봄,0,0,"안개, 안개 + 흐림",17.22,21.21,82.0,19.9995,52,93
2011,8,3,5,가을,0,1,"안개, 안개 + 흐림",31.16,34.85,55.0,6.0032,22,24
2012,7,11,11,가을,0,1,"안개, 안개 + 흐림",31.16,35.605,58.0,8.9981,173,229
2012,2,2,14,봄,0,1,"맑음, 약간 구름 낀 흐림",16.4,20.455,76.0,7.0015,129,141
2011,1,14,12,봄,0,1,"맑음, 약간 구름 낀 흐림",8.2,9.85,44.0,16.9979,59,61
2012,4,15,7,여름,0,0,"맑음, 약간 구름 낀 흐림",20.5,24.24,63.0,7.0015,30,46
2011,7,6,9,가을,0,1,"가벼운 눈, 가벼운 비 + 천둥",28.7,33.335,79.0,12.998,158,189
2011,2,19,18,봄,0,0,"맑음, 약간 구름 낀 흐림",14.76,15.91,25.0,30.0026,67,88
2011,9,5,18,가을,1,0,"맑음, 약간 구름 낀 흐림",27.06,29.545,89.0,6.0032,92,123
2012,12,5,11,겨울,0,1,"맑음, 약간 구름 낀 흐림",18.04,21.97,44.0,19.0012,161,172
2012,6,10,5,여름,0,0,"맑음, 약간 구름 낀 흐림",25.42,30.305,69.0,6.0032,10,13
2012,8,7,7,가을,0,1,"안개, 안개 + 흐림",28.7,33.335,74.0,8.9981,481,502
2011,7,13,5,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,34.09,58.0,12.998,22,26
2011,3,16,16,봄,0,1,"안개, 안개 + 흐림",16.4,20.455,76.0,11.0014,121,151
2011,6,10,12,여름,0,1,"맑음, 약간 구름 낀 흐림",34.44,37.88,44.0,8.9981,167,207
2011,8,7,10,가을,0,0,"맑음, 약간 구름 낀 흐림",32.8,40.15,66.0,8.9981,178,266
2012,4,6,17,여름,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,23.0,27.9993,483,655
2011,3,17,1,봄,0,1,"맑음, 약간 구름 낀 흐림",14.76,17.425,71.0,15.0013,11,12
2011,9,19,11,가을,0,1,"안개, 안개 + 흐림",23.78,27.275,64.0,11.0014,98,139
2011,6,19,21,여름,0,0,"맑음, 약간 구름 낀 흐림",27.88,31.82,79.0,8.9981,110,167
2011,1,17,3,봄,1,0,"안개, 안개 + 흐림",7.38,9.09,43.0,12.998,2,2
2012,11,13,18,겨울,0,1,"맑음, 약간 구름 낀 흐림",13.94,15.91,49.0,19.0012,514,559
2011,3,2,14,봄,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,23.0,19.9995,75,96
2012,7,17,17,가을,0,1,"맑음, 약간 구름 낀 흐림",37.72,40.91,29.0,0.0,675,770
2012,2,1,10,봄,0,1,"맑음, 약간 구름 낀 흐림",16.4,20.455,62.0,8.9981,124,133
2011,4,5,17,여름,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,38.0,27.9993,246,273
2011,3,4,1,봄,0,1,"안개, 안개 + 흐림",7.38,9.09,64.0,12.998,4,4
2012,12,2,20,겨울,0,0,"안개, 안개 + 흐림",17.22,21.21,82.0,12.998,142,154
2011,4,9,20,여름,0,0,"안개, 안개 + 흐림",15.58,19.695,87.0,11.0014,74,93
2012,12,9,1,겨울,0,0,"안개, 안개 + 흐림",16.4,20.455,87.0,7.0015,85,102
2011,11,4,2,겨울,0,1,"안개, 안개 + 흐림",16.4,20.455,76.0,0.0,8,10
2011,12,16,11,겨울,0,1,"안개, 안개 + 흐림",13.94,15.15,42.0,19.9995,135,144
2011,9,19,13,가을,0,1,"안개, 안개 + 흐림",24.6,30.305,60.0,0.0,124,177
2012,3,7,12,봄,0,1,"맑음, 약간 구름 낀 흐림",18.04,21.97,38.0,26.0027,175,215
2012,10,15,17,겨울,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,64.0,16.9979,670,766
2011,11,6,22,겨울,0,0,"맑음, 약간 구름 낀 흐림",14.76,18.94,87.0,0.0,40,45
2012,12,15,0,겨울,0,0,"맑음, 약간 구름 낀 흐림",12.3,16.665,70.0,0.0,90,94
2011,11,14,1,겨울,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,63.0,19.9995,6,11
2011,10,3,7,겨울,0,1,"안개, 안개 + 흐림",14.76,17.425,71.0,8.9981,241,249
2011,12,18,22,겨울,0,0,"맑음, 약간 구름 낀 흐림",9.02,11.365,75.0,12.998,47,49
2012,9,1,1,가을,0,0,"맑음, 약간 구름 낀 흐림",29.52,34.85,74.0,8.9981,68,79
2011,1,19,15,봄,0,1,"맑음, 약간 구름 낀 흐림",16.4,20.455,54.0,19.0012,78,82
2011,3,18,6,봄,0,1,"맑음, 약간 구름 낀 흐림",16.4,20.455,66.0,12.998,35,36
2011,7,10,14,가을,0,0,"맑음, 약간 구름 낀 흐림",33.62,37.12,41.0,22.0028,227,349
2012,3,16,20,봄,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,88.0,0.0,204,235
2012,7,4,12,가을,1,0,"맑음, 약간 구름 낀 흐림",35.26,39.395,41.0,15.0013,330,494
2011,7,1,0,가을,0,1,"맑음, 약간 구름 낀 흐림",27.06,31.06,50.0,0.0,48,68
2012,6,15,3,여름,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,83.0,11.0014,3,5
2011,4,19,12,여름,0,1,"안개, 안개 + 흐림",22.14,25.76,64.0,6.0032,84,103
2012,9,3,23,가을,1,0,"안개, 안개 + 흐림",28.7,33.335,84.0,16.9979,58,70
2011,12,7,3,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",18.86,22.725,100.0,15.0013,3,3
2011,5,5,19,여름,0,1,"맑음, 약간 구름 낀 흐림",22.14,25.76,28.0,15.0013,305,361
2012,1,13,5,봄,0,1,"안개, 안개 + 흐림",12.3,12.12,70.0,36.9974,21,21
2012,11,14,4,겨울,0,1,"맑음, 약간 구름 낀 흐림",9.02,11.365,69.0,12.998,6,6
2012,5,3,20,여름,0,1,"맑음, 약간 구름 낀 흐림",26.24,30.305,73.0,12.998,368,420
2011,10,12,3,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",22.14,25.76,94.0,19.9995,2,2
2012,12,14,21,겨울,0,1,"맑음, 약간 구름 낀 흐림",12.3,15.15,75.0,11.0014,165,172
2011,10,18,23,겨울,0,1,"안개, 안개 + 흐림",21.32,25.0,77.0,12.998,63,70
2012,12,16,9,겨울,0,0,"안개, 안개 + 흐림",14.76,17.425,87.0,8.9981,113,132
2011,9,9,5,가을,0,1,"안개, 안개 + 흐림",25.42,27.275,94.0,8.9981,14,14
2011,10,7,19,겨울,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,52.0,0.0,243,294
2011,4,3,14,여름,0,0,"맑음, 약간 구름 낀 흐림",18.86,22.725,31.0,8.9981,109,349
2011,6,17,6,여름,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,94.0,0.0,89,97
2012,8,12,2,가을,0,0,"맑음, 약간 구름 낀 흐림",26.24,30.305,69.0,8.9981,67,86
2011,7,2,16,가을,0,0,"맑음, 약간 구름 낀 흐림",36.08,37.12,22.0,15.0013,192,398
2011,7,13,23,가을,0,1,"맑음, 약간 구름 낀 흐림",27.06,30.305,83.0,16.9979,83,116
2012,7,14,21,가을,0,0,"맑음, 약간 구름 낀 흐림",28.7,33.335,84.0,15.0013,200,269
2011,1,3,23,봄,0,1,"맑음, 약간 구름 낀 흐림",,10.605,55.0,7.0015,11,12
2011,6,12,5,여름,0,0,"맑음, 약간 구름 낀 흐림",25.42,28.03,88.0,15.0013,5,10
2012,5,15,18,여름,0,1,"맑음, 약간 구름 낀 흐림",28.7,32.575,61.0,6.0032,665,733
2012,5,4,19,여름,0,1,"맑음, 약간 구름 낀 흐림",28.7,32.575,51.0,8.9981,388,452
2012,10,7,4,겨울,0,0,"안개, 안개 + 흐림",18.04,21.97,54.0,16.9979,6,11
2012,1,1,0,봄,0,0,"맑음, 약간 구름 낀 흐림",14.76,18.94,66.0,0.0,43,48
2011,11,17,20,겨울,0,1,"맑음, 약간 구름 낀 흐림",12.3,14.395,42.0,19.0012,162,169
2012,11,18,3,겨울,0,0,"안개, 안개 + 흐림",12.3,15.15,81.0,11.0014,37,46
2012,8,11,10,가을,0,0,"맑음, 약간 구름 낀 흐림",29.52,34.09,62.0,6.0032,282,407
2011,8,10,2,가을,0,1,"맑음, 약간 구름 낀 흐림",29.52,33.335,54.0,11.0014,10,11
2012,6,12,5,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",24.6,27.275,88.0,8.9981,28,29
2012,2,13,17,봄,0,1,"맑음, 약간 구름 낀 흐림",14.76,17.425,23.0,12.998,399,407
2012,6,2,13,여름,0,0,"맑음, 약간 구름 낀 흐림",25.42,31.06,41.0,16.9979,400,679
2011,8,14,1,가을,0,0,"가벼운 눈, 가벼운 비 + 천둥",26.24,28.79,89.0,15.0013,57,73
2011,12,18,4,겨울,0,0,"맑음, 약간 구름 낀 흐림",9.02,10.605,55.0,15.0013,1,1
2012,3,11,14,봄,0,0,"맑음, 약간 구름 낀 흐림",18.86,22.725,31.0,19.0012,289,501
2012,1,15,20,봄,0,0,"맑음, 약간 구름 낀 흐림",6.56,9.09,37.0,7.0015,85,95
2012,2,14,15,봄,0,1,"안개, 안개 + 흐림",17.22,21.21,38.0,30.0026,138,145
2012,2,19,4,봄,0,0,"안개, 안개 + 흐림",11.48,12.88,41.0,26.0027,3,3
2012,1,17,1,봄,0,1,"안개, 안개 + 흐림",11.48,12.88,65.0,23.9994,2,2
2011,11,10,7,겨울,0,1,"안개, 안개 + 흐림",15.58,19.695,94.0,11.0014,266,272
2012,3,11,12,봄,0,0,"맑음, 약간 구름 낀 흐림",16.4,20.455,37.0,19.9995,264,410
2011,1,5,5,봄,0,1,"맑음, 약간 구름 낀 흐림",9.02,11.365,47.0,11.0014,3,3
2011,9,4,14,가을,0,0,"맑음, 약간 구름 낀 흐림",31.98,37.88,66.0,22.0028,156,361
2011,6,15,13,여름,0,1,"맑음, 약간 구름 낀 흐림",30.34,32.575,28.0,19.0012,146,189
2011,1,7,6,봄,0,1,"안개, 안개 + 흐림",8.2,12.88,69.0,0.0,26,34
2012,3,3,2,봄,0,0,"가벼운 눈, 가벼운 비 + 천둥",14.76,18.18,93.0,6.0032,34,38
2012,8,14,11,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,34.09,62.0,0.0,127,196
2011,2,2,10,봄,0,1,"안개, 안개 + 흐림",9.02,13.635,100.0,0.0,59,61
2011,10,7,2,겨울,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,88.0,0.0,5,5
2012,4,8,20,여름,0,0,"맑음, 약간 구름 낀 흐림",22.96,26.515,28.0,27.9993,146,211
2012,7,2,18,가을,0,1,"맑음, 약간 구름 낀 흐림",34.44,36.365,32.0,11.0014,658,730
2011,1,7,0,봄,0,1,"안개, 안개 + 흐림",8.2,9.85,64.0,12.998,13,17
2011,1,10,22,봄,0,1,"맑음, 약간 구름 낀 흐림",5.74,7.575,59.0,11.0014,22,24
2012,10,9,3,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",14.76,16.665,87.0,19.0012,3,3
2012,2,1,21,봄,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,52.0,11.0014,217,233
2011,1,14,20,봄,0,1,"맑음, 약간 구름 낀 흐림",7.38,12.12,59.0,0.0,68,68
2012,3,8,2,봄,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,63.0,26.0027,5,11
2012,7,14,5,가을,0,0,"안개, 안개 + 흐림",26.24,30.305,73.0,7.0015,5,5
2012,6,19,14,여름,0,1,"맑음, 약간 구름 낀 흐림",31.16,35.605,58.0,7.0015,166,227
2012,5,19,19,여름,0,0,"맑음, 약간 구름 낀 흐림",28.7,31.82,39.0,8.9981,229,432
2012,5,18,23,여름,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,55.0,0.0,133,174
2011,4,16,18,여름,0,0,"안개, 안개 + 흐림",20.5,24.24,94.0,26.0027,32,38
2011,8,9,1,가을,0,1,"맑음, 약간 구름 낀 흐림",29.52,34.09,66.0,0.0,9,14
2011,7,11,10,가을,0,1,"맑음, 약간 구름 낀 흐림",32.8,37.88,55.0,23.9994,73,117
2012,10,4,8,겨울,0,1,"맑음, 약간 구름 낀 흐림",26.24,28.79,89.0,0.0,711,738
2011,7,17,0,가을,0,0,"맑음, 약간 구름 낀 흐림",27.06,31.06,65.0,15.0013,91,125
2011,5,12,11,여름,0,1,"맑음, 약간 구름 낀 흐림",23.78,27.275,60.0,15.0013,136,179
2012,3,12,7,봄,0,1,"맑음, 약간 구름 낀 흐림",13.94,17.425,53.0,7.0015,259,268
2012,12,18,4,겨울,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,82.0,11.0014,5,8
2012,7,1,21,가을,0,0,"맑음, 약간 구름 낀 흐림",34.44,37.12,39.0,8.9981,181,258
2011,10,16,13,겨울,0,0,"맑음, 약간 구름 낀 흐림",24.6,31.06,,19.9995,269,438
2012,1,18,12,봄,0,1,"맑음, 약간 구름 낀 흐림",12.3,,,32.9975,155,161
2012,3,6,19,봄,0,1,"맑음, 약간 구름 낀 흐림",13.94,,46.0,19.9995,278,287
2011,2,4,12,봄,0,1,"안개, 안개 + 흐림",,12.12,48.0,11.0014,78,86
2012,5,18,1,여름,0,1,"맑음, 약간 구름 낀 흐림",20.5,24.24,59.0,6.0032,33,49
2012,11,19,16,겨울,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,58.0,16.9979,325,380
2011,4,19,19,여름,0,1,"안개, 안개 + 흐림",20.5,24.24,72.0,12.998,248,276
2011,11,6,18,겨울,0,0,"맑음, 약간 구름 낀 흐림",17.22,21.21,71.0,7.0015,146,185
2011,10,1,4,겨울,0,0,"맑음, 약간 구름 낀 흐림",18.04,21.97,58.0,27.9993,6,8
2012,8,7,9,가을,0,1,"안개, 안개 + 흐림",28.7,33.335,74.0,8.9981,283,327
2011,10,11,6,겨울,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,83.0,6.0032,114,123
2012,10,11,3,겨울,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,47.0,19.9995,3,3
2012,4,13,14,여름,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,27.0,0.0,223,348
2011,7,17,1,가을,0,0,"맑음, 약간 구름 낀 흐림",26.24,30.305,69.0,12.998,86,102
2011,10,14,18,겨울,0,1,"맑음, 약간 구름 낀 흐림",22.14,25.76,39.0,19.0012,361,423
2012,12,12,9,겨울,0,1,"안개, 안개 + 흐림",11.48,14.395,61.0,8.9981,272,285
2012,4,5,10,여름,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,35.0,19.0012,158,246
2011,9,1,12,가을,0,1,"안개, 안개 + 흐림",29.52,33.335,51.0,8.9981,165,229
2011,8,6,3,가을,0,0,"안개, 안개 + 흐림",27.06,30.305,78.0,11.0014,28,42
2011,10,1,19,겨울,0,0,"안개, 안개 + 흐림",15.58,19.695,82.0,12.998,99,126
2012,6,12,14,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",26.24,28.79,89.0,16.9979,48,60
2011,12,18,2,겨울,0,0,"맑음, 약간 구름 낀 흐림",9.02,12.12,55.0,7.0015,39,41
